#time,accel_x,accel_y,accel_z
700.047670,1332.370696,1776.494261,-75230.577904
700.050223,1480.411884,2072.576638,-75843.454302
700.052777,1628.453072,2072.576638,-75077.358804
700.055331,1184.329507,1184.329507,-74770.920605
700.057884,1628.453072,1924.535449,-75077.358804
700.060438,1480.411884,1332.370696,-75537.016103
700.062992,1628.453072,1628.453072,-75537.016103
700.065545,888.247130,-296.082377,-76915.987999
700.068099,-11695.253884,2812.782580,-78141.740796
700.070653,-38934.832549,22946.384202,-77988.521696
700.073206,18209.066173,12583.501014,-70787.224015
700.075760,34641.638086,-6957.935855,-71400.100414
700.078314,-13175.665768,-15988.448347,-74617.701505
700.080867,-26203.290347,0.000000,-76915.987999
700.083421,-9918.759623,6513.812290,-74924.139704
700.085974,12879.583391,888.247130,-74311.263306
700.088528,-2960.823768,-444.123565,-77988.521696
700.091082,-2516.700203,-1480.411884,-77835.302597
700.093635,-1480.411884,5033.400406,-73545.167808
700.096189,25463.084405,2072.576638,-71553.319513
700.098743,-1776.494261,-6661.853478,-76915.987999
700.101296,17616.901420,10510.924376,-76762.768900
700.103850,-22502.260637,-2664.741391,-79827.150892
700.106404,27535.661042,-3256.906145,-73391.948708
700.108957,6513.812290,-2664.741391,-73545.167808
700.111511,-888.247130,6661.853478,-74924.139704
700.114065,-13767.830521,-2664.741391,-77682.083497
700.116614,-7402.059420,9326.594869,-78601.398095
700.119169,13027.624579,-3997.112087,-75383.797003
700.121724,-1628.453072,3997.112087,-76303.111601
700.124280,3108.864956,-4293.194464,-73085.510509
700.126835,14508.036463,8882.471304,-70634.004916
700.129390,30348.443622,-8734.430116,-70327.566716
700.131945,22502.260637,-9030.512492,-75077.358804
700.134500,-10214.842000,4145.153275,-78294.959896
700.137055,-28423.908173,25167.002028,-78754.617194
700.139610,2072.576638,5033.400406,-72625.853210
700.142165,60992.969621,-7254.018232,-64964.898230
700.144720,21021.848753,-13027.624579,-72932.291410
700.147275,18801.230927,-11991.336260,-75690.235202
700.149830,-9030.512492,1776.494261,-79214.274493
700.152386,2812.782580,-2516.700203,-73238.729609
700.154941,27831.743419,-4145.153275,-70634.004916
700.157496,-2220.617826,4441.235652,-73545.167808
700.160051,-17172.777854,3256.906145,-78754.617194
700.162606,-1480.411884,3404.947333,-76609.549800
700.165161,14508.036463,-444.123565,-75383.797003
700.167716,-6365.771101,-2072.576638,-76915.987999
700.170271,8882.471304,2960.823768,-74158.044206
700.172826,14804.118840,7994.224174,-73238.729609
700.175381,3256.906145,148.041188,-76915.987999
700.177937,-4441.235652,-9326.594869,-79214.274493
700.180492,-14804.118840,-3404.947333,-78601.398095
