#time,accel_x,accel_y,accel_z
599.494155,1628.453072,2960.823768,-75383.797003
599.496717,1924.535449,3404.947333,-75077.358804
599.499279,2072.576638,3404.947333,-75383.797003
599.501841,2072.576638,3256.906145,-74924.139704
599.504403,2664.741391,3108.864956,-75383.797003
599.506965,1776.494261,2960.823768,-74924.139704
599.509527,1776.494261,2368.659014,-74311.263306
599.512089,4145.153275,3997.112087,-74924.139704
599.514651,1776.494261,-7402.059420,-75077.358804
599.517213,-740.205942,-7254.018232,-75077.358804
599.519775,-444.123565,6957.935855,-75537.016103
599.522337,8438.347739,13619.789333,-75537.016103
599.524898,-1924.535449,-1628.453072,-74770.920605
599.527460,-2812.782580,-8290.306550,-75690.235202
599.530022,11547.212695,6365.771101,-75230.577904
599.532584,18801.230927,2072.576638,-76609.549800
599.535146,17172.777854,3701.029710,-73851.606007
599.537708,19689.478057,2664.741391,-72932.291410
599.540270,17764.942608,10658.965565,-72166.195912
599.542832,-12879.583391,-7550.100608,-77988.521696
599.545394,-20873.807564,-1036.288319,-78141.740796
599.547956,-35529.885216,3849.070898,-78907.836294
599.550518,13767.830521,11843.295072,-73545.167808
599.553080,2960.823768,13175.665768,-74464.482406
599.555642,6809.894666,4885.359217,-74924.139704
599.558204,-4441.235652,-3849.070898,-75996.673402
599.560766,17468.860231,-148.041188,-72166.195912
599.563327,11695.253884,7254.018232,-72779.072310
599.565889,-8142.265362,5329.482782,-77988.521696
599.568451,-13027.624579,296.082377,-78141.740796
599.571013,3552.988522,5181.441594,-74158.044206
599.573575,3997.112087,11991.336260,-73391.948708
599.576137,4293.194464,-1036.288319,-75537.016103
599.578699,-4293.194464,-296.082377,-75690.235202
599.581261,-17320.819043,3701.029710,-76915.987999
599.583823,-3108.864956,3404.947333,-75843.454302
599.586385,7105.977043,4885.359217,-74004.825107
599.588947,13027.624579,-2812.782580,-74770.920605
599.591509,2812.782580,592.164754,-75383.797003
599.594071,1480.411884,1480.411884,-73851.606007
599.596633,-1776.494261,9178.553681,-72625.853210
599.599195,-4145.153275,7994.224174,-75077.358804
599.601757,-1776.494261,13471.748144,-76609.549800
599.604319,-11399.171507,2516.700203,-78601.398095
599.606881,15100.201217,7994.224174,-73545.167808
599.609443,11251.130318,5921.647536,-71553.319513
599.612005,888.247130,4737.318029,-72472.634111
599.614567,2368.659014,3849.070898,-76609.549800
599.617129,-18061.024985,592.164754,-78601.398095
599.619691,23094.425390,5625.565159,-72472.634111
599.622253,1628.453072,9770.718434,-74464.482406
599.624815,-5033.400406,11251.130318,-75077.358804
599.627377,-10955.047942,-3701.029710,-77222.426198
599.629939,8882.471304,6069.688724,-72779.072310
599.632501,10955.047942,9770.718434,-74311.263306
599.635063,-8586.388927,3404.947333,-78294.959896
599.637625,14508.036463,1628.453072,-73698.386908
599.640187,8586.388927,-1332.370696,-73238.729609
599.642749,-7105.977043,1628.453072,-75077.358804
599.645311,8290.306550,-6957.935855,-75077.358804
599.647873,3552.988522,-1628.453072,-75537.016103
599.650435,4589.276840,-4885.359217,-76609.549800
599.652997,12287.418637,10807.006753,-73085.510509
599.655559,-3552.988522,6069.688724,-75230.577904
599.658121,3552.988522,5477.523971,-73851.606007
599.660683,3997.112087,-1332.370696,-75077.358804
599.663245,9326.594869,2516.700203,-75996.673402
599.665807,2072.576638,-1924.535449,-76609.549800
599.668369,5033.400406,6365.771101,-74158.044206
599.670930,3701.029710,6069.688724,-75077.358804
599.673492,-1480.411884,-4293.194464,-74617.701505
599.676053,-4441.235652,-10955.047942,-75383.797003
599.678615,12731.542202,-1924.535449,-73851.606007
599.681176,4885.359217,-8586.388927,-75843.454302
599.683738,-1924.535449,-12435.459826,-75383.797003
599.686299,2664.741391,740.205942,-74464.482406
599.688861,2072.576638,9326.594869,-75690.235202
599.691423,-1036.288319,-1924.535449,-76149.892501
599.693984,-4589.276840,-2516.700203,-76303.111601
